type,K,T,T_days,expiry,bid,ask,V_market,volume,open_interest,iv
put,711.0,0.09863013698630137,36,2026-09-11,2.06,2.1,2.08,206,738,0.2036212451171875
put,712.0,0.09863013698630137,36,2026-09-11,2.09,2.14,2.115,1,75,0.20212589874267578
put,713.0,0.09863013698630137,36,2026-09-11,2.18,2.21,2.1950000000000003,6,41,0.20136296691894529
put,714.0,0.09863013698630137,36,2026-09-11,2.23,2.26,2.245,28,80,0.20005072418212888
put,715.0,0.09863013698630137,36,2026-09-11,2.24,2.28,2.26,4,274,0.19800606689453126
put,716.0,0.09863013698630137,36,2026-09-11,2.36,2.4,2.38,4,129,0.1982807223510742
put,717.0,0.09863013698630137,36,2026-09-11,2.36,2.41,2.385,6,155,0.1959614096069336
put,718.0,0.09863013698630137,36,2026-09-11,2.41,2.44,2.425,1,225,0.19409985595703128
put,719.0,0.09863013698630137,36,2026-09-11,2.48,2.52,2.5,14,33,0.19330640686035155
put,720.0,0.09863013698630137,36,2026-09-11,2.52,2.57,2.545,9,419,0.19178054321289065
put,721.0,0.09863013698630137,36,2026-09-11,2.61,2.66,2.635,4,24,0.1911091632080078
put,722.0,0.09863013698630137,36,2026-09-11,2.66,2.7,2.68,1,199,0.18933916137695314
put,723.0,0.09863013698630137,36,2026-09-11,2.78,2.82,2.8,4,49,0.1891560577392578
put,724.0,0.09863013698630137,36,2026-09-11,2.78,2.83,2.8049999999999997,58,38,0.1867146759033203
put,725.0,0.09863013698630137,36,2026-09-11,2.86,2.9,2.88,19,370,0.1854329504394531
put,726.0,0.09863013698630137,36,2026-09-11,2.94,2.98,2.96,60,278,0.18433432861328125
put,727.0,0.09863013698630137,36,2026-09-11,3.01,3.05,3.03,25,46,0.1829915686035156
put,728.0,0.09863013698630137,36,2026-09-11,3.09,3.13,3.11,1,264,0.18177087768554687
put,729.0,0.09863013698630137,36,2026-09-11,3.17,3.22,3.1950000000000003,3,178,0.1807027731323242
put,730.0,0.09863013698630137,36,2026-09-11,3.26,3.31,3.285,12,454,0.17957363403320312
put,731.0,0.09863013698630137,36,2026-09-11,3.41,3.46,3.435,11,36,0.17945156494140624
put,732.0,0.09863013698630137,36,2026-09-11,3.51,3.56,3.535,14,41,0.17841397766113282
put,733.0,0.09863013698630137,36,2026-09-11,3.62,3.66,3.64,2,470,0.17728483856201172
put,734.0,0.09863013698630137,36,2026-09-11,3.71,3.76,3.735,54,67,0.17609466491699222
put,735.0,0.09863013698630137,36,2026-09-11,3.72,3.77,3.745,14,195,0.17340914489746095
put,736.0,0.09863013698630137,36,2026-09-11,3.89,3.94,3.915,13,135,0.17328707580566405
put,737.0,0.09863013698630137,36,2026-09-11,3.93,3.97,3.95,2,21,0.17087621124267582
put,738.0,0.09863013698630137,36,2026-09-11,4.02,4.07,4.045,168,178,0.1695334512329102
put,739.0,0.09863013698630137,36,2026-09-11,4.15,4.2,4.175000000000001,30,133,0.16858741577148442
put,740.0,0.09863013698630137,36,2026-09-11,4.34,4.38,4.359999999999999,31,618,0.16831276031494147
put,741.0,0.09863013698630137,36,2026-09-11,4.37,4.43,4.4,10,229,0.16605448211669926
put,742.0,0.09863013698630137,36,2026-09-11,4.6,4.65,4.625,24,61,0.16623758575439457
put,743.0,0.09863013698630137,36,2026-09-11,4.61,4.67,4.640000000000001,1,75,0.16346051391601565
put,744.0,0.09863013698630137,36,2026-09-11,4.76,4.82,4.79,3,108,0.16251447845458983
put,745.0,0.09863013698630137,36,2026-09-11,4.98,5.05,5.015000000000001,72,1009,0.1625907716369629
put,746.0,0.09863013698630137,36,2026-09-11,5.01,5.08,5.045,4,45,0.1598594757080078
put,747.0,0.09863013698630137,36,2026-09-11,5.15,5.22,5.1850000000000005,16,33,0.15856249160766606
put,748.0,0.09863013698630137,36,2026-09-11,5.33,5.4,5.365,97,81,0.15775378387451172
put,750.0,0.09863013698630137,36,2026-09-11,5.66,5.73,5.695,8,480,0.15549550567626952
put,751.0,0.09863013698630137,36,2026-09-11,5.82,5.89,5.855,33,48,0.15418326293945314
put,752.0,0.09863013698630137,36,2026-09-11,6.01,6.08,6.045,2,46,0.15320671020507814
put,755.0,0.09863013698630137,36,2026-09-11,6.6,6.67,6.635,110,199,0.1500023965454102
put,759.0,0.09863013698630137,36,2026-09-11,7.4,7.47,7.4350000000000005,2,109,0.14481446014404298
put,770.0,0.09863013698630137,36,2026-09-11,10.54,10.69,10.614999999999998,33,198,0.1342554837036133
put,781.0,0.09863013698630137,36,2026-09-11,15.07,15.23,15.15,3,3,0.1238796109008789
call,300.0,0.19452054794520549,71,2026-10-16,475.81,478.63,477.22,50,59,1.0222216857910156
call,305.0,0.19452054794520549,71,2026-10-16,450.12,453.61,451.865,0,1,1.0000000000000003e-05
call,335.0,0.19452054794520549,71,2026-10-16,410.72,413.52,412.12,0,0,1.0000000000000003e-05
call,340.0,0.19452054794520549,71,2026-10-16,415.74,415.74,415.74,0,0,1.0000000000000003e-05
call,365.0,0.19452054794520549,71,2026-10-16,411.02,413.86,412.44,0,1,0.8447281152343749
call,400.0,0.19452054794520549,71,2026-10-16,363.08,363.08,363.08,0,0,1.0000000000000003e-05
call,405.0,0.19452054794520549,71,2026-10-16,351.06,354.54,352.8,0,1,1.0000000000000003e-05
call,410.0,0.19452054794520549,71,2026-10-16,346.11,349.62,347.865,0,1,1.0000000000000003e-05
call,420.0,0.19452054794520549,71,2026-10-16,325.71,328.53,327.12,0,4,1.0000000000000003e-05
call,440.0,0.19452054794520549,71,2026-10-16,336.59,339.42,338.005,0,1,0.6872589868164063
call,445.0,0.19452054794520549,71,2026-10-16,319.12,319.12,319.12,2,0,1.0000000000000003e-05
call,450.0,0.19452054794520549,71,2026-10-16,296.01,298.84,297.42499999999995,1,2,1.0000000000000003e-05
call,465.0,0.19452054794520549,71,2026-10-16,312.1,315.58,313.84000000000003,1,2,0.6658968957519533
call,485.0,0.19452054794520549,71,2026-10-16,291.99,294.81,293.4,3,2,0.6008340698242189
call,500.0,0.19452054794520549,71,2026-10-16,277.83,281.07,279.45,5,13,0.6059609716796877
call,505.0,0.19452054794520549,71,2026-10-16,241.75,244.58,243.16500000000002,1,2,1.0000000000000003e-05
call,510.0,0.19452054794520549,71,2026-10-16,267.92,271.11,269.515,1,7,0.5850871569824219
call,515.0,0.19452054794520549,71,2026-10-16,262.41,265.23,263.82000000000005,0,43,0.5502364312744141
call,520.0,0.19452054794520549,71,2026-10-16,257.41,260.24,258.82500000000005,1,11,0.5394333166503908
call,525.0,0.19452054794520549,71,2026-10-16,253.14,256.41,254.775,0,43,0.5590864404296876
call,530.0,0.19452054794520549,71,2026-10-16,217.19,220.36,218.775,4,5,1.0000000000000003e-05
call,535.0,0.19452054794520549,71,2026-10-16,212.2,215.12,213.66,0,1,1.0000000000000003e-05
call,540.0,0.19452054794520549,71,2026-10-16,237.39,240.9,239.14499999999998,1,2,0.5067188000488281
call,545.0,0.19452054794520549,71,2026-10-16,203.0,203.0,203.0,0,0,1.0000000000000003e-05
call,555.0,0.19452054794520549,71,2026-10-16,222.76,225.91,224.33499999999998,1,1,0.5217332983398437
call,560.0,0.19452054794520549,71,2026-10-16,217.76,221.32,219.54,1,36,0.5200548483276367
call,565.0,0.19452054794520549,71,2026-10-16,213.79,217.04,215.415,5,6,0.5244493356323242
call,570.0,0.19452054794520549,71,2026-10-16,177.93,181.15,179.54000000000002,10,12,1.0000000000000003e-05
call,575.0,0.19452054794520549,71,2026-10-16,203.92,207.1,205.51,1,6,0.5027515545654297
call,580.0,0.19452054794520549,71,2026-10-16,199.02,202.37,200.695,1,12,0.4967701690673829
call,585.0,0.19452054794520549,71,2026-10-16,194.12,197.43,195.775,21,22,0.4865468826293946
call,590.0,0.19452054794520549,71,2026-10-16,189.26,192.76,191.01,1,8,0.4814199807739258
call,595.0,0.19452054794520549,71,2026-10-16,184.33,187.62,185.97500000000002,1,9,0.4674125524902344
call,600.0,0.19452054794520549,71,2026-10-16,178.87,181.71,180.29000000000002,103,290,0.4390009713745118
call,605.0,0.19452054794520549,71,2026-10-16,174.56,177.84,176.2,1,11,0.4487970159912109
call,610.0,0.19452054794520549,71,2026-10-16,169.14,171.98,170.56,1,38,0.42212491943359376
call,615.0,0.19452054794520549,71,2026-10-16,164.54,167.96,166.25,1,2,0.4283504431152344
call,620.0,0.19452054794520549,71,2026-10-16,159.25,162.08,160.66500000000002,1,449,0.40204455383300786
call,625.0,0.19452054794520549,71,2026-10-16,154.81,158.35,156.57999999999998,1,238,0.4122983575439453
call,630.0,0.19452054794520549,71,2026-10-16,149.64,152.48,151.06,1,40,0.3869995382690429
call,635.0,0.19452054794520549,71,2026-10-16,145.69,148.65,147.17000000000002,1,4352,0.3944762701416016
call,640.0,0.19452054794520549,71,2026-10-16,139.91,142.74,141.325,3,426,0.36926900268554685
call,645.0,0.19452054794520549,71,2026-10-16,135.68,138.98,137.32999999999998,1,231,0.3768067691040039
call,650.0,0.19452054794520549,71,2026-10-16,130.25,133.09,131.67000000000002,2,92,0.3526065716552734
call,655.0,0.19452054794520549,71,2026-10-16,125.24,128.76,127.0,1,11,0.3511722598266601
call,660.0,0.19452054794520549,71,2026-10-16,121.38,124.6,122.99,2,267,0.3513858807373046
call,665.0,0.19452054794520549,71,2026-10-16,115.92,118.76,117.34,92,469,0.3288030987548828
call,670.0,0.19452054794520549,71,2026-10-16,111.08,114.98,113.03,48,486,0.33341120697021487
call,675.0,0.19452054794520549,71,2026-10-16,106.97,110.07,108.52,18,81,0.3230353341674803
call,680.0,0.19452054794520549,71,2026-10-16,102.25,105.52,103.88499999999999,17,2483,0.3169166209411621
call,685.0,0.19452054794520549,71,2026-10-16,97.57,100.8,99.185,1,1689,0.3085396295166015
call,690.0,0.19452054794520549,71,2026-10-16,92.28,95.12,93.7,6,1181,0.28900857482910147
call,695.0,0.19452054794520549,71,2026-10-16,88.25,91.21,89.72999999999999,6,1026,0.28955788574218744
call,700.0,0.19452054794520549,71,2026-10-16,83.31,86.5,84.905,3,807,0.28076891113281244
call,702.0,0.19452054794520549,71,2026-10-16,81.16,84.0,82.58,1,74,0.27066769378662114
call,705.0,0.19452054794520549,71,2026-10-16,78.94,82.24,80.59,3,335,0.27640494110107416
call,710.0,0.19452054794520549,71,2026-10-16,73.91,76.73,75.32,7,973,0.2590253541564942
call,711.0,0.19452054794520549,71,2026-10-16,73.56,76.63,75.095,42,3,0.26558656784057616
call,712.0,0.19452054794520549,71,2026-10-16,72.16,74.98,73.57,1,11,0.25666026550292964
call,713.0,0.19452054794520549,71,2026-10-16,71.74,74.97,73.35499999999999,2,3,0.263953893737793
call,714.0,0.19452054794520549,71,2026-10-16,70.04,73.53,71.785,1,9,0.25716380050659177
call,715.0,0.19452054794520549,71,2026-10-16,69.96,73.17,71.565,7,390,0.2608869078063965
call,716.0,0.19452054794520549,71,2026-10-16,69.1,72.18,70.64,1,16,0.25846078460693367
call,719.0,0.19452054794520549,71,2026-10-16,65.73,68.89,67.31,2,7,0.24814594635009768
call,720.0,0.19452054794520549,71,2026-10-16,65.62,68.64,67.13,29,419,0.25269302001953126
call,721.0,0.19452054794520549,71,2026-10-16,65.72,66.25,65.985,84,28,0.23705291763305664
call,722.0,0.19452054794520549,71,2026-10-16,64.39,66.38,65.38499999999999,1,7,0.2451552536010742
call,723.0,0.19452054794520549,71,2026-10-16,62.79,65.99,64.39,6,5,0.2482374981689453
call,725.0,0.19452054794520549,71,2026-10-16,61.21,63.17,62.19,14,385,0.2355728298950195
call,726.0,0.19452054794520549,71,2026-10-16,59.8,62.62,61.209999999999994,31,18,0.2371139521789551
call,727.0,0.19452054794520549,71,2026-10-16,58.81,61.63,60.22,4,4,0.23462679443359374
call,728.0,0.19452054794520549,71,2026-10-16,58.42,60.43,59.425,2,8,0.23023230712890624
call,729.0,0.19452054794520549,71,2026-10-16,57.15,59.96,58.555,5,18,0.23239903350830077
call,730.0,0.19452054794520549,71,2026-10-16,57.38,59.04,58.21,1,819,0.2304917039489746
call,731.0,0.19452054794520549,71,2026-10-16,55.4,58.22,56.81,1,54,0.2294541166687012
call,732.0,0.19452054794520549,71,2026-10-16,56.52,56.98,56.75,1,30,0.22470868072509764
call,733.0,0.19452054794520549,71,2026-10-16,53.7,56.52,55.11,1,176,0.2267838552856445
call,734.0,0.19452054794520549,71,2026-10-16,53.19,55.17,54.18,1,27,0.2210771252441406
call,735.0,0.19452054794520549,71,2026-10-16,51.92,53.55,52.735,93,1753,0.21303582382202146
call,736.0,0.19452054794520549,71,2026-10-16,51.3,54.34,52.82,44,49,0.2257767852783203
call,737.0,0.19452054794520549,71,2026-10-16,50.45,53.43,51.94,5,176,0.22382367980957027
call,738.0,0.19452054794520549,71,2026-10-16,49.28,52.53,50.905,58,154,0.2219316088867187
call,739.0,0.19452054794520549,71,2026-10-16,48.76,51.58,50.17,10,470,0.2196122961425781
call,740.0,0.19452054794520549,71,2026-10-16,49.17,50.76,49.965,191,1579,0.21836108795166015
call,741.0,0.19452054794520549,71,2026-10-16,47.2,49.12,48.16,2,209,0.2102740106201172
call,742.0,0.19452054794520549,71,2026-10-16,46.65,49.85,48.25,26,164,0.221763763885498
call,743.0,0.19452054794520549,71,2026-10-16,45.91,47.88,46.894999999999996,3,169,0.2110064251708984
call,744.0,0.19452054794520549,71,2026-10-16,44.84,46.82,45.83,27,231,0.20771055969238278
call,745.0,0.19452054794520549,71,2026-10-16,43.44,46.82,45.129999999999995,204,1653,0.2130053065490723
call,746.0,0.19452054794520549,71,2026-10-16,43.41,46.57,44.989999999999995,103,246,0.2161638442993164
call,747.0,0.19452054794520549,71,2026-10-16,43.42,45.03,44.225,3,245,0.20896176788330073
call,748.0,0.19452054794520549,71,2026-10-16,41.78,43.67,42.725,2,54,0.20320926193237304
call,749.0,0.19452054794520549,71,2026-10-16,41.09,42.96,42.025000000000006,5,355,0.20261417510986324
call,750.0,0.19452054794520549,71,2026-10-16,41.78,42.21,41.995000000000005,5,2833,0.2016833982849121
call,751.0,0.19452054794520549,71,2026-10-16,40.16,42.11,41.135,12,181,0.20580323013305662
call,752.0,0.19452054794520549,71,2026-10-16,38.57,40.67,39.620000000000005,4,474,0.19939460281372068
call,753.0,0.19452054794520549,71,2026-10-16,37.96,39.86,38.91,2,190,0.19788399780273438
call,754.0,0.19452054794520549,71,2026-10-16,37.24,39.19,38.215,6,572,0.19744149734497068
call,755.0,0.19452054794520549,71,2026-10-16,36.74,38.36,37.55,2,3277,0.19571727142333983
call,756.0,0.19452054794520549,71,2026-10-16,35.98,37.61,36.795,53,510,0.19458813232421873
call,757.0,0.19452054794520549,71,2026-10-16,34.94,36.9,35.92,38,187,0.19373364868164064
call,758.0,0.19452054794520549,71,2026-10-16,33.84,35.37,34.605000000000004,7,197,0.18660786544799807
call,759.0,0.19452054794520549,71,2026-10-16,33.09,35.71,34.400000000000006,6,317,0.19362683822631838
call,760.0,0.19452054794520549,71,2026-10-16,34.33,34.61,34.47,34,8269,0.1897206272888184
call,761.0,0.19452054794520549,71,2026-10-16,31.96,33.9,32.93,50,372,0.18871355728149414
call,762.0,0.19452054794520549,71,2026-10-16,32.67,33.12,32.894999999999996,235,257,0.1871495470428467
call,763.0,0.19452054794520549,71,2026-10-16,31.48,31.88,31.68,21,363,0.1821218263244629
call,764.0,0.19452054794520549,71,2026-10-16,30.7,32.27,31.485,30,280,0.18918657501220704
call,765.0,0.19452054794520549,71,2026-10-16,30.64,31.07,30.855,49,5145,0.18439536315917968
call,766.0,0.19452054794520549,71,2026-10-16,29.36,30.87,30.115000000000002,134,440,0.18695881408691406
call,767.0,0.19452054794520549,71,2026-10-16,28.7,30.19,29.445,1,267,0.18592885612487792
call,768.0,0.19452054794520549,71,2026-10-16,28.04,29.53,28.785,1,255,0.185005708618164
call,769.0,0.19452054794520549,71,2026-10-16,28.03,28.39,28.21,48,251,0.1805501867675781
call,770.0,0.19452054794520549,71,2026-10-16,27.28,27.53,27.405,1035,7922,0.17809354629516605
call,771.0,0.19452054794520549,71,2026-10-16,26.78,27.08,26.93,1,560,0.17859708129882812
call,772.0,0.19452054794520549,71,2026-10-16,26.0,26.32,26.16,3,284,0.1767813035583496
call,773.0,0.19452054794520549,71,2026-10-16,25.36,25.7,25.53,1,576,0.1759573371887207
call,774.0,0.19452054794520549,71,2026-10-16,24.74,24.94,24.84,35,444,0.17406526626586916
call,775.0,0.19452054794520549,71,2026-10-16,24.19,24.46,24.325000000000003,8,3497,0.17415681808471684
call,776.0,0.19452054794520549,71,2026-10-16,23.02,23.33,23.174999999999997,9,270,0.16950293395996097
call,777.0,0.19452054794520549,71,2026-10-16,23.12,23.2,23.16,15,301,0.17202060897827148
call,778.0,0.19452054794520549,71,2026-10-16,22.48,22.56,22.52,1714,1765,0.17081517669677737
call,779.0,0.19452054794520549,71,2026-10-16,22.05,22.13,22.09,30,1051,0.17108983215332033
call,780.0,0.19452054794520549,71,2026-10-16,20.84,20.91,20.875,22,5526,0.16558146438598637
call,781.0,0.19452054794520549,71,2026-10-16,20.85,20.93,20.89,251,697,0.16899939895629884
call,782.0,0.19452054794520549,71,2026-10-16,20.32,20.38,20.35,165,414,0.16825172576904301
call,783.0,0.19452054794520549,71,2026-10-16,19.77,19.85,19.810000000000002,670,547,0.1675956044006348
call,784.0,0.19452054794520549,71,2026-10-16,19.13,19.21,19.17,4,616,0.1660849993896485
call,785.0,0.19452054794520549,71,2026-10-16,18.71,18.78,18.745,62,2480,0.16605448211669926
call,786.0,0.19452054794520549,71,2026-10-16,18.18,18.26,18.22,28,157,0.16530680892944338
call,787.0,0.19452054794520549,71,2026-10-16,17.55,17.61,17.58,59,320,0.16356732437133792
call,788.0,0.19452054794520549,71,2026-10-16,17.11,17.18,17.145,92,152,0.16338422073364262
call,789.0,0.19452054794520549,71,2026-10-16,16.47,16.55,16.509999999999998,90,143,0.1616599948120117
call,790.0,0.19452054794520549,71,2026-10-16,16.11,16.19,16.15,3,8478,0.16188887435913085
call,791.0,0.19452054794520549,71,2026-10-16,15.7,15.77,15.735,182,382,0.16161421890258787
call,792.0,0.19452054794520549,71,2026-10-16,15.29,15.36,15.325,57,114,0.1613700807189941
call,793.0,0.19452054794520549,71,2026-10-16,14.77,14.83,14.8,171,254,0.1601646484375
call,794.0,0.19452054794520549,71,2026-10-16,14.41,14.47,14.440000000000001,31,80,0.16017990707397461
call,795.0,0.19452054794520549,71,2026-10-16,13.47,13.54,13.504999999999999,32,6489,0.15583119567871095
call,796.0,0.19452054794520549,71,2026-10-16,13.55,13.61,13.58,63,661,0.1590049920654297
call,797.0,0.19452054794520549,71,2026-10-16,13.1,13.17,13.135,56,1021,0.15825731887817385
call,798.0,0.19452054794520549,71,2026-10-16,12.73,12.8,12.765,1,1205,0.15798266342163086
call,799.0,0.19452054794520549,71,2026-10-16,12.3,12.37,12.335,505,1065,0.1571892143249512
call,800.0,0.19452054794520549,71,2026-10-16,11.98,12.05,12.015,102,6024,0.1572044729614258
call,805.0,0.19452054794520549,71,2026-10-16,9.98,10.04,10.01,3,1808,0.15313041702270513
call,810.0,0.19452054794520549,71,2026-10-16,8.42,8.48,8.45,92,5856,0.15122308746337892
call,815.0,0.19452054794520549,71,2026-10-16,7.17,7.23,7.2,40,8309,0.15058222473144534
call,820.0,0.19452054794520549,71,2026-10-16,6.01,6.06,6.035,222,6801,0.14933101654052733
call,825.0,0.19452054794520549,71,2026-10-16,4.98,5.04,5.01,273,2522,0.1481103256225586
call,830.0,0.19452054794520549,71,2026-10-16,4.14,4.18,4.16,4,1550,0.14722532470703126
call,835.0,0.19452054794520549,71,2026-10-16,3.39,3.44,3.415,127,394,0.1463403237915039
call,840.0,0.19452054794520549,71,2026-10-16,2.81,2.84,2.825,155,1003,0.14594359924316402
call,845.0,0.19452054794520549,71,2026-10-16,2.32,2.35,2.335,2,548,0.1458825646972656
call,850.0,0.19452054794520549,71,2026-10-16,1.88,1.91,1.895,143,8393,0.14539428833007811
call,855.0,0.19452054794520549,71,2026-10-16,1.5,1.54,1.52,161,682,0.1448449774169922
call,860.0,0.19452054794520549,71,2026-10-16,1.31,1.33,1.32,12,394,0.1466760137939453
call,865.0,0.19452054794520549,71,2026-10-16,1.03,1.07,1.05,250,649,0.1463708410644531
call,870.0,0.19452054794520549,71,2026-10-16,0.89,0.93,0.91,174,333,0.14838498107910159
call,875.0,0.19452054794520549,71,2026-10-16,0.73,0.76,0.745,16,607,0.14862911926269531
call,880.0,0.19452054794520549,71,2026-10-16,0.65,0.67,0.66,6,403,0.150948432006836
call,885.0,0.19452054794520549,71,2026-10-16,0.55,0.58,0.565,27,83,0.15271843383789066
call,890.0,0.19452054794520549,71,2026-10-16,0.47,0.49,0.48,18,167,0.15393912475585939
call,895.0,0.19452054794520549,71,2026-10-16,0.42,0.44,0.43,2,335,0.15650257568359377
call,900.0,0.19452054794520549,71,2026-10-16,0.35,0.37,0.36,99,2331,0.15747912841796874
call,905.0,0.19452054794520549,71,2026-10-16,0.31,0.33,0.32,2,65,0.15979844116210937
call,910.0,0.19452054794520549,71,2026-10-16,0.27,0.29,0.28,10,329,0.16162947753906248
call,915.0,0.19452054794520549,71,2026-10-16,0.23,0.26,0.245,147,840,0.16394879028320314
call,920.0,0.19452054794520549,71,2026-10-16,0.22,0.24,0.22999999999999998,45,187,0.1667563793945313
call,925.0,0.19452054794520549,71,2026-10-16,0.19,0.2,0.195,2,85,0.16748879394531252
call,930.0,0.19452054794520549,71,2026-10-16,0.16,0.18,0.16999999999999998,1,371,0.16968603759765627
call,935.0,0.19452054794520549,71,2026-10-16,0.15,0.17,0.16,101,404,0.17285983398437502
call,940.0,0.19452054794520549,71,2026-10-16,0.14,0.16,0.15000000000000002,2,22,0.1757894921875
call,945.0,0.19452054794520549,71,2026-10-16,0.13,0.14,0.135,9,96,0.1772543212890625
call,950.0,0.19452054794520549,71,2026-10-16,0.11,0.13,0.12,34,129,0.179695703125
call,955.0,0.19452054794520549,71,2026-10-16,0.1,0.12,0.11,500,18,0.1821370849609375
call,960.0,0.19452054794520549,71,2026-10-16,0.09,0.11,0.1,32,44,0.18457846679687498
call,965.0,0.19452054794520549,71,2026-10-16,0.08,0.1,0.09,25,23,0.186531572265625
call,970.0,0.19452054794520549,71,2026-10-16,0.07,0.09,0.08,120,30,0.188484677734375
call,975.0,0.19452054794520549,71,2026-10-16,0.07,0.09,0.08,630,584,0.19214675048828128
call,980.0,0.19452054794520549,71,2026-10-16,0.06,0.08,0.07,532,290,0.19336744140625
call,985.0,0.19452054794520549,71,2026-10-16,0.06,0.08,0.07,258,191,0.19727365234375
call,990.0,0.19452054794520549,71,2026-10-16,0.05,0.07,0.060000000000000005,8,221,0.198250205078125
call,995.0,0.19452054794520549,71,2026-10-16,0.05,0.07,0.060000000000000005,4,18,0.20215641601562498
call,1000.0,0.19452054794520549,71,2026-10-16,0.04,0.06,0.05,31,943,0.20264469238281246
put,300.0,0.19452054794520549,71,2026-10-16,0.05,0.06,0.055,1,3737,0.7050810742187501
put,305.0,0.19452054794520549,71,2026-10-16,0.05,0.07,0.060000000000000005,2,185,0.6992217578125001
put,310.0,0.19452054794520549,71,2026-10-16,0.05,0.07,0.060000000000000005,10,2127,0.6875031250000001
put,315.0,0.19452054794520549,71,2026-10-16,0.05,0.09,0.07,2,110,0.68555001953125
put,320.0,0.19452054794520549,71,2026-10-16,0.06,0.08,0.07,4,861,0.6738313867187502
put,325.0,0.19452054794520549,71,2026-10-16,0.06,0.08,0.07,134,316,0.6621127539062501
put,330.0,0.19452054794520549,71,2026-10-16,0.07,0.09,0.08,1,52,0.659183095703125
put,335.0,0.19452054794520549,71,2026-10-16,0.07,0.09,0.08,1,53,0.648441015625
put,340.0,0.19452054794520549,71,2026-10-16,0.08,0.1,0.09,5,90,0.6445348046875
put,345.0,0.19452054794520549,71,2026-10-16,0.08,0.1,0.09,10,83,0.632816171875
put,350.0,0.19452054794520549,71,2026-10-16,0.09,0.11,0.1,1816,10197,0.6289099609375001
put,355.0,0.19452054794520549,71,2026-10-16,0.09,0.11,0.1,5071,8500,0.6181678808593751
put,360.0,0.19452054794520549,71,2026-10-16,0.1,0.12,0.11,2135,2998,0.6132851171875001
put,365.0,0.19452054794520549,71,2026-10-16,0.11,0.12,0.11499999999999999,15,44,0.6054726953125001
put,370.0,0.19452054794520549,71,2026-10-16,0.11,0.13,0.12,10,28,0.5976602734375001
put,375.0,0.19452054794520549,71,2026-10-16,0.12,0.14,0.13,4005,4010,0.5922892333984376
put,380.0,0.19452054794520549,71,2026-10-16,0.13,0.14,0.135,5,860,0.5839885351562499
put,385.0,0.19452054794520549,71,2026-10-16,0.13,0.15,0.14,5,182,0.57617611328125
put,390.0,0.19452054794520549,71,2026-10-16,0.14,0.16,0.15000000000000002,5,113,0.570316796875
put,395.0,0.19452054794520549,71,2026-10-16,0.15,0.17,0.16,5,93,0.5644574804687501
put,400.0,0.19452054794520549,71,2026-10-16,0.16,0.18,0.16999999999999998,63,21176,0.5581098876953126
put,405.0,0.19452054794520549,71,2026-10-16,0.17,0.19,0.18,10,3083,0.551762294921875
put,410.0,0.19452054794520549,71,2026-10-16,0.18,0.2,0.19,200,356,0.5449264257812501
put,415.0,0.19452054794520549,71,2026-10-16,0.19,0.21,0.2,1090,1095,0.5385788330078126
put,420.0,0.19452054794520549,71,2026-10-16,0.2,0.22,0.21000000000000002,30,1131,0.5317429638671876
put,425.0,0.19452054794520549,71,2026-10-16,0.22,0.23,0.225,2,154597,0.526371923828125
put,430.0,0.19452054794520549,71,2026-10-16,0.23,0.24,0.235,25,15052,0.5190477783203125
put,435.0,0.19452054794520549,71,2026-10-16,0.24,0.25,0.245,68,99,0.5122119091796875
put,440.0,0.19452054794520549,71,2026-10-16,0.25,0.27,0.26,2,62,0.5063525927734375
put,445.0,0.19452054794520549,71,2026-10-16,0.26,0.28,0.27,7,3245,0.5012256909179689
put,450.0,0.19452054794520549,71,2026-10-16,0.28,0.3,0.29000000000000004,26,1232,0.49609878906250005
put,455.0,0.19452054794520549,71,2026-10-16,0.3,0.31,0.305,2,72,0.4887746435546876
put,460.0,0.19452054794520549,71,2026-10-16,0.31,0.33,0.32,1,316,0.4831594653320313
put,465.0,0.19452054794520549,71,2026-10-16,0.33,0.34,0.335,1,2528,0.47559118164062497
put,470.0,0.19452054794520549,71,2026-10-16,0.35,0.36,0.355,1,212,0.4699760034179688
put,475.0,0.19452054794520549,71,2026-10-16,0.36,0.38,0.37,10,174,0.463872548828125
put,480.0,0.19452054794520549,71,2026-10-16,0.38,0.4,0.39,7,6113,0.4580132324218751
put,485.0,0.19452054794520549,71,2026-10-16,0.4,0.42,0.41000000000000003,1,149,0.45166563964843753
put,490.0,0.19452054794520549,71,2026-10-16,0.42,0.43,0.425,4,90,0.4440973559570312
put,495.0,0.19452054794520549,71,2026-10-16,0.44,0.46,0.45,10,179,0.43921459228515625
put,500.0,0.19452054794520549,71,2026-10-16,0.46,0.48,0.47,36,3415,0.432622861328125
put,505.0,0.19452054794520549,71,2026-10-16,0.48,0.5,0.49,3,379,0.42627526855468756
put,510.0,0.19452054794520549,71,2026-10-16,0.51,0.52,0.515,2,1373,0.41968353759765625
put,515.0,0.19452054794520549,71,2026-10-16,0.54,0.55,0.545,5,281,0.414068359375
put,520.0,0.19452054794520549,71,2026-10-16,0.57,0.58,0.575,9,627,0.40820904296875
put,525.0,0.19452054794520549,71,2026-10-16,0.59,0.61,0.6,37,300912,0.4023497265625
put,530.0,0.19452054794520549,71,2026-10-16,0.63,0.65,0.64,44,696,0.39722282470703124
put,535.0,0.19452054794520549,71,2026-10-16,0.66,0.67,0.665,11,271,0.39038695556640624
put,540.0,0.19452054794520549,71,2026-10-16,0.69,0.71,0.7,11,4163,0.3848938464355468
